scenario,load_mean_mw,load_max_mw,load_min_mw,load_std_mw,load_peak_ratio,n_timesteps,peak_hour,reactive_burden,gen_mean_mw,gen_max_mw,gen_std_mw,ramp_mean_mw,ramp_max_mw,high_util_pct,imbalance_mean,imbalance_max,voltage_dev_mean,voltage_dev_max,difficulty_score,difficulty_label
0326,256.94,305.6,201.1,22.45,1.1894,8065,19.3,0.7,261.82,313.2,22.92,1.72,10.3,40.48,4.89,12.7,79.5833,141.1,0.4423,medium
0327,256.85,316.0,197.9,23.77,1.2303,8065,19.2,0.7001,261.76,321.5,24.24,1.72,8.3,31.32,4.91,11.9,79.5833,141.1,0.4669,medium
0328,257.97,305.0,201.3,21.69,1.1823,8065,19.3,0.7001,262.93,311.3,22.14,1.72,8.9,55.71,4.96,11.5,79.5833,141.1,0.4698,medium
0329,256.9,314.6,203.9,22.27,1.2246,8065,19.4,0.7,261.82,320.1,22.72,1.73,9.3,40.63,4.92,12.5,79.5833,141.1,0.4522,medium
0330,257.73,309.0,207.1,22.37,1.1989,8065,19.3,0.6999,262.62,316.6,22.81,1.71,8.1,54.06,4.89,12.1,79.5833,141.1,0.3973,medium
0331,255.36,310.5,202.7,21.52,1.2159,8065,19.2,0.6999,260.24,317.7,21.97,1.73,9.9,40.63,4.88,13.6,79.5833,141.1,0.4077,medium
0332,256.56,314.4,201.4,22.17,1.2255,8065,19.3,0.7,261.48,321.2,22.59,1.74,8.4,39.37,4.93,13.3,79.5833,141.1,0.4317,medium
0333,255.83,311.6,200.0,22.38,1.218,8065,19.3,0.7,260.71,317.6,22.87,1.74,9.6,44.72,4.89,12.8,79.5833,141.1,0.4556,medium
0334,256.23,306.9,198.9,22.05,1.1977,8065,19.5,0.7,261.15,315.1,22.43,1.72,9.0,49.41,4.92,11.8,79.5833,141.1,0.4385,medium
0335,255.93,306.1,195.3,22.7,1.196,8065,19.3,0.6999,260.84,312.5,23.15,1.68,7.6,55.95,4.91,12.1,79.5833,141.1,0.3983,medium
0336,258.01,316.4,200.0,22.4,1.2263,8065,19.3,0.7,262.95,325.5,22.82,1.72,8.9,36.83,4.94,13.0,79.5833,141.1,0.4447,medium
0337,256.54,310.5,199.9,22.97,1.2103,8065,19.4,0.7,261.48,316.4,23.44,1.73,10.4,43.41,4.94,12.8,79.5833,141.1,0.4873,medium
0338,258.74,313.9,204.0,23.57,1.2132,8065,19.3,0.6999,263.65,318.9,24.01,1.7,8.2,40.67,4.92,12.2,79.5833,141.1,0.4119,medium
0339,255.09,306.6,196.3,22.36,1.2019,8065,19.2,0.7,259.94,310.5,22.82,1.69,8.5,46.91,4.86,11.6,79.5833,141.1,0.4153,medium
0340,255.35,323.1,201.5,22.38,1.2653,8065,19.3,0.7001,260.24,329.2,22.82,1.75,9.0,34.71,4.9,12.2,79.5833,141.1,0.4903,medium
0341,256.81,310.9,203.5,22.63,1.2106,8065,19.2,0.7,261.69,317.9,23.1,1.7,8.3,43.88,4.88,13.5,79.5833,141.1,0.4212,medium
0342,256.69,311.5,204.3,21.38,1.2135,8065,19.2,0.7,261.57,317.7,21.8,1.73,9.8,50.99,4.89,12.0,79.5833,141.1,0.4525,medium
0343,257.03,311.6,199.2,21.65,1.2123,8065,19.2,0.7,261.91,317.3,22.07,1.67,9.3,45.57,4.87,11.9,79.5833,141.1,0.4293,medium
0344,256.01,310.1,202.1,22.63,1.2113,8065,19.3,0.7,260.89,314.8,23.07,1.68,8.3,51.15,4.88,13.0,79.5833,141.1,0.4357,medium
0345,254.96,307.0,195.9,22.66,1.2041,8065,19.2,0.6999,259.79,313.9,23.13,1.69,9.4,44.9,4.84,11.8,79.5833,141.1,0.404,medium
0346,256.02,303.5,202.7,21.86,1.1854,8065,19.3,0.7001,260.94,310.1,22.32,1.7,8.1,45.86,4.91,12.2,79.5833,141.1,0.4254,medium
0347,254.69,307.1,202.7,23.03,1.2058,8065,19.3,0.7,259.52,311.8,23.48,1.73,9.3,47.82,4.83,13.3,79.5833,141.1,0.4406,medium
0348,256.85,309.7,202.9,22.96,1.2057,8065,19.3,0.7,261.79,317.1,23.4,1.73,8.7,53.71,4.94,11.8,79.5833,141.1,0.4661,medium
0349,256.45,313.0,201.8,22.81,1.2205,8065,19.2,0.7,261.33,320.1,23.25,1.68,9.1,32.68,4.88,12.2,79.5833,141.1,0.4278,medium
0350,256.37,309.5,204.0,22.33,1.2072,8065,19.2,0.7,261.28,315.0,22.77,1.77,8.8,44.96,4.91,12.3,79.5833,141.1,0.4347,medium
0351,255.81,301.6,196.7,21.44,1.179,8065,19.2,0.7,260.69,308.9,21.88,1.66,8.7,36.13,4.88,12.0,79.5833,141.1,0.3719,medium
0352,256.91,317.1,202.2,22.73,1.2343,8065,19.3,0.7001,261.8,322.4,23.17,1.77,8.9,62.43,4.89,13.1,79.5833,141.1,0.5208,medium
0353,256.09,307.8,206.5,22.18,1.2019,8065,19.3,0.6999,260.95,313.1,22.61,1.72,8.2,54.98,4.86,11.6,79.5833,141.1,0.3927,medium
0354,256.61,307.9,194.7,22.94,1.1999,8065,19.3,0.6999,261.49,313.7,23.38,1.7,9.4,52.46,4.88,12.3,79.5833,141.1,0.4302,medium
0355,256.85,308.1,204.0,22.24,1.1995,8065,19.3,0.7,261.74,315.1,22.68,1.72,8.2,51.25,4.9,11.9,79.5833,141.1,0.4237,medium
0356,257.03,312.3,204.7,22.69,1.215,8065,19.2,0.7001,261.96,318.1,23.14,1.73,9.3,56.06,4.93,11.9,79.5833,141.1,0.5125,medium
0357,256.63,311.4,202.5,22.64,1.2134,8065,19.3,0.7,261.5,316.3,23.1,1.74,8.5,45.6,4.88,12.2,79.5833,141.1,0.4312,medium
0358,256.93,309.6,196.5,23.16,1.205,8065,19.2,0.6999,261.79,315.4,23.62,1.73,8.5,39.89,4.86,12.8,79.5833,141.1,0.3885,medium
0359,256.65,306.5,204.2,22.15,1.1942,8065,19.2,0.7,261.53,311.8,22.55,1.73,8.7,54.09,4.88,12.3,79.5833,141.1,0.4294,medium
0360,255.48,316.3,200.5,22.9,1.238,8065,19.2,0.7001,260.38,323.5,23.32,1.65,10.1,44.22,4.9,12.0,79.5833,141.1,0.5204,medium
0361,256.86,309.3,194.8,22.29,1.2042,8065,19.2,0.7,261.78,314.9,22.74,1.7,8.4,56.12,4.93,12.9,79.5833,141.1,0.4496,medium
0362,256.85,317.6,199.3,22.84,1.2365,8065,19.3,0.7,261.76,326.1,23.32,1.71,9.2,37.81,4.91,12.8,79.5833,141.1,0.4602,medium
0363,257.46,310.6,195.6,22.66,1.2064,8065,19.2,0.7001,262.38,317.4,23.09,1.73,8.9,39.26,4.92,14.2,79.5833,141.1,0.4618,medium
0364,256.29,304.3,198.2,22.23,1.1873,8065,19.3,0.7001,261.2,313.3,22.67,1.76,8.7,55.5,4.91,12.2,79.5833,141.1,0.4645,medium
0365,256.07,312.7,192.3,22.53,1.2212,8065,19.3,0.7001,260.98,318.7,22.97,1.73,9.5,46.71,4.91,11.7,79.5833,141.1,0.4958,medium
0366,256.43,316.6,205.4,23.38,1.2347,8065,19.3,0.7,261.34,322.8,23.83,1.71,8.8,40.71,4.91,11.6,79.5833,141.1,0.4644,medium
0367,256.78,305.3,198.7,21.47,1.1889,8065,19.5,0.7,261.7,311.4,21.91,1.7,8.1,43.32,4.92,11.7,79.5833,141.1,0.3909,medium
0368,256.86,307.9,204.6,21.58,1.1987,8065,19.2,0.7001,261.76,315.4,22.04,1.72,11.0,41.91,4.9,12.4,79.5833,141.1,0.4846,medium
0369,256.93,311.3,204.0,22.78,1.2116,8065,19.3,0.7,261.85,316.8,23.26,1.71,10.0,46.86,4.93,12.3,79.5833,141.1,0.4805,medium
0370,257.07,308.9,206.8,22.5,1.2016,8065,19.3,0.7,261.96,317.8,22.92,1.75,11.6,53.02,4.89,12.5,79.5833,141.1,0.505,medium
0371,256.35,306.9,195.7,22.34,1.1972,8065,19.3,0.7001,261.25,314.2,22.77,1.72,9.1,44.77,4.91,12.4,79.5833,141.1,0.462,medium
0372,255.92,312.1,198.2,22.46,1.2195,8065,19.3,0.7,260.78,318.3,22.87,1.73,8.8,40.07,4.87,11.8,79.5833,141.1,0.4263,medium
0373,256.0,307.3,202.1,21.11,1.2004,8065,19.2,0.7,260.85,313.5,21.51,1.75,8.4,47.75,4.86,12.5,79.5833,141.1,0.3934,medium
0374,256.93,315.4,204.4,22.44,1.2276,8065,19.3,0.7,261.8,323.7,22.89,1.72,9.0,36.45,4.88,11.9,79.5833,141.1,0.4322,medium
0375,257.08,309.6,203.5,22.49,1.2043,8065,19.4,0.7,261.97,317.6,22.94,1.73,10.0,51.22,4.9,13.8,79.5833,141.1,0.4708,medium
0376,255.55,322.1,196.6,22.89,1.2604,8065,19.3,0.7,260.43,328.1,23.32,1.74,9.4,43.58,4.88,13.4,79.5833,141.1,0.4869,medium
0377,256.73,308.6,200.7,22.09,1.202,8065,19.2,0.7001,261.66,314.4,22.5,1.66,8.0,66.79,4.93,11.7,79.5833,141.1,0.4849,medium
0378,255.43,307.6,203.9,22.89,1.2043,8065,19.3,0.7,260.27,311.5,23.36,1.68,9.6,38.85,4.85,11.3,79.5833,141.1,0.4318,medium
0379,255.78,307.4,201.4,22.21,1.2018,8065,19.3,0.7001,260.67,314.9,22.66,1.63,8.9,49.01,4.89,12.0,79.5833,141.1,0.462,medium
0380,257.85,318.5,208.8,21.97,1.2352,8065,19.4,0.7001,262.78,326.8,22.39,1.68,9.3,34.35,4.93,12.6,79.5833,141.1,0.4745,medium
0381,257.3,305.6,201.2,21.0,1.1877,8065,19.3,0.7,262.21,311.7,21.45,1.7,9.6,45.17,4.92,12.5,79.5833,141.1,0.4189,medium
0382,255.73,319.1,190.9,23.59,1.2478,8065,19.4,0.7,260.58,326.0,24.03,1.69,8.1,41.95,4.85,11.9,79.5833,141.1,0.4491,medium
0383,257.84,304.7,202.1,22.1,1.1817,8065,19.3,0.7,262.79,311.7,22.57,1.72,8.3,53.45,4.95,12.3,79.5833,141.1,0.4273,medium
0384,255.43,306.0,201.8,22.16,1.198,8065,19.3,0.7,260.33,311.8,22.6,1.69,8.4,49.21,4.9,12.5,79.5833,141.1,0.4217,medium
0385,256.23,315.2,201.1,22.18,1.2302,8065,19.2,0.7001,261.14,323.2,22.62,1.7,9.4,46.27,4.92,12.9,79.5833,141.1,0.4966,medium
0386,255.54,305.7,194.2,22.78,1.1963,8065,19.2,0.7,260.44,311.2,23.25,1.63,9.8,51.07,4.9,12.9,79.5833,141.1,0.4648,medium
0387,256.98,315.8,201.8,23.12,1.2289,8065,19.3,0.7,261.88,325.0,23.6,1.67,9.3,53.49,4.91,12.2,79.5833,141.1,0.4913,medium
0388,257.56,312.8,195.2,22.98,1.2145,8065,19.3,0.7,262.47,318.0,23.42,1.75,8.0,47.69,4.91,12.3,79.5833,141.1,0.4384,medium
0389,255.7,310.5,204.1,23.19,1.2143,8065,19.4,0.7001,260.61,318.3,23.64,1.7,8.8,45.06,4.91,11.7,79.5833,141.1,0.4827,medium
0390,256.79,309.5,204.6,22.27,1.2053,8065,19.2,0.7,261.68,315.9,22.69,1.7,8.0,45.94,4.89,12.4,79.5833,141.1,0.4114,medium
0391,255.83,305.3,198.9,22.77,1.1934,8065,19.2,0.7,260.7,312.0,23.21,1.64,8.5,49.8,4.87,13.7,79.5833,141.1,0.4236,medium
0392,256.98,323.6,202.3,22.07,1.2592,8065,19.3,0.7001,261.87,330.4,22.5,1.71,8.1,53.03,4.89,12.1,79.5833,141.1,0.4934,medium
0393,255.31,316.5,204.8,23.23,1.2397,8065,19.2,0.7,260.2,324.2,23.64,1.71,8.7,32.09,4.89,12.2,79.5833,141.1,0.4418,medium
0394,257.69,310.3,203.4,22.9,1.2041,8065,19.3,0.7,262.61,316.1,23.35,1.73,10.7,44.82,4.92,13.2,79.5833,141.1,0.4856,medium
0395,256.69,309.0,195.5,23.26,1.2038,8065,19.2,0.7,261.61,314.1,23.73,1.74,8.4,53.25,4.93,12.3,79.5833,141.1,0.4594,medium
0396,256.17,309.0,197.1,23.35,1.2062,8065,19.3,0.7,261.1,314.9,23.83,1.77,9.4,45.55,4.93,13.4,79.5833,141.1,0.4699,medium
0397,256.81,313.3,197.3,22.09,1.22,8065,19.3,0.7,261.72,318.6,22.55,1.74,8.8,40.04,4.91,12.3,79.5833,141.1,0.4311,medium
0398,257.14,309.8,203.0,22.53,1.2048,8065,19.2,0.7001,262.08,316.7,22.99,1.7,8.7,45.72,4.94,12.7,79.5833,141.1,0.4717,medium
0399,256.66,314.9,201.0,22.56,1.2269,8065,19.2,0.7,261.59,322.8,23.01,1.69,9.6,36.29,4.93,13.0,79.5833,141.1,0.4595,medium
0400,255.38,314.9,196.2,23.58,1.2331,8065,19.3,0.7001,260.28,320.3,24.08,1.69,9.6,39.94,4.9,11.9,79.5833,141.1,0.5085,medium
0401,256.16,313.2,201.8,21.9,1.2227,8065,19.2,0.6999,261.04,318.8,22.33,1.71,9.2,46.48,4.89,12.2,79.5833,141.1,0.4174,medium
0402,255.29,310.5,197.4,22.06,1.2163,8065,19.2,0.7,260.14,315.8,22.47,1.68,8.4,50.7,4.86,13.0,79.5833,141.1,0.4265,medium
0403,256.91,316.2,192.0,23.91,1.2308,8065,19.2,0.6999,261.78,320.3,24.37,1.7,9.0,38.7,4.88,11.7,79.5833,141.1,0.4341,medium
0404,256.01,306.6,202.0,22.18,1.1976,8065,19.3,0.7001,260.93,311.6,22.64,1.7,8.8,48.15,4.93,11.8,79.5833,141.1,0.4648,medium
0405,256.32,311.7,200.9,23.48,1.2161,8065,19.3,0.7,261.19,318.1,23.96,1.78,8.2,48.75,4.88,12.2,79.5833,141.1,0.4463,medium
0406,256.4,312.3,188.7,22.39,1.218,8065,19.3,0.7,261.28,320.3,22.79,1.71,8.3,45.47,4.88,11.8,79.5833,141.1,0.426,medium
0407,256.1,307.9,198.1,21.8,1.2023,8065,19.2,0.7,261.0,313.3,22.21,1.67,8.6,43.87,4.91,12.4,79.5833,141.1,0.4159,medium
0408,255.66,310.2,201.2,22.9,1.2133,8065,19.2,0.6999,260.52,316.2,23.33,1.72,9.3,48.95,4.86,12.9,79.5833,141.1,0.4256,medium
0409,257.0,312.8,198.1,23.61,1.2171,8065,19.4,0.7,261.91,317.7,24.07,1.72,8.2,37.62,4.91,14.3,79.5833,141.1,0.4356,medium
0410,255.53,312.4,194.0,22.27,1.2225,8065,19.3,0.7,260.39,320.2,22.67,1.72,9.5,39.39,4.86,12.3,79.5833,141.1,0.437,medium
0411,256.76,309.1,195.8,22.05,1.2038,8065,19.2,0.7,261.66,315.2,22.49,1.7,8.6,36.69,4.9,12.0,79.5833,141.1,0.4047,medium
0412,256.59,315.9,195.5,23.48,1.2311,8065,19.2,0.7001,261.49,319.9,23.96,1.74,8.6,42.55,4.91,12.2,79.5833,141.1,0.491,medium
0413,255.0,302.3,194.7,23.36,1.1855,8065,19.2,0.7,259.85,306.8,23.82,1.7,8.8,50.38,4.85,11.7,79.5833,141.1,0.4296,medium
0414,256.23,314.0,198.5,22.32,1.2255,8065,19.3,0.6999,261.11,319.9,22.77,1.74,8.9,40.52,4.89,12.4,79.5833,141.1,0.4083,medium
0415,256.56,315.8,196.9,22.31,1.2309,8065,19.3,0.7,261.44,323.3,22.74,1.71,8.7,44.3,4.89,12.4,79.5833,141.1,0.4437,medium
0416,255.58,312.9,191.5,22.82,1.2243,8065,19.2,0.7,260.42,317.4,23.24,1.69,8.3,30.53,4.84,12.4,79.5833,141.1,0.3987,medium
0417,256.61,311.1,195.5,22.41,1.2123,8065,19.3,0.7,261.49,318.8,22.89,1.71,8.0,35.93,4.89,13.0,79.5833,141.1,0.3997,medium
0418,255.57,308.6,196.4,22.19,1.2075,8065,19.4,0.7001,260.48,314.5,22.65,1.67,8.2,56.7,4.91,13.7,79.5833,141.1,0.4705,medium
0419,256.74,308.9,201.8,21.99,1.2032,8065,19.2,0.7,261.62,313.7,22.45,1.69,8.2,43.5,4.88,12.3,79.5833,141.1,0.4024,medium
0420,257.74,307.7,200.4,21.53,1.1938,8065,19.4,0.7001,262.69,312.1,21.95,1.75,9.3,57.17,4.95,12.0,79.5833,141.1,0.4849,medium
0421,255.57,305.9,197.0,22.21,1.1969,8065,19.3,0.7,260.46,310.2,22.69,1.73,8.9,60.37,4.89,12.1,79.5833,141.1,0.4515,medium
0422,256.22,305.3,200.7,20.99,1.1915,8065,19.3,0.6999,261.06,312.0,21.39,1.75,7.9,53.74,4.84,12.4,79.5833,141.1,0.3514,medium
0423,256.79,310.3,195.4,20.88,1.2084,8065,19.4,0.7001,261.71,317.7,21.32,1.77,8.6,57.77,4.92,13.8,79.5833,141.1,0.4635,medium
0424,256.04,309.5,205.2,22.33,1.2088,8065,19.2,0.7,260.95,315.7,22.78,1.71,8.8,43.22,4.91,12.9,79.5833,141.1,0.4325,medium
0425,257.31,313.1,203.0,23.05,1.2168,8065,19.2,0.7001,262.24,318.7,23.49,1.7,8.9,31.89,4.94,12.2,79.5833,141.1,0.4671,medium
0426,256.66,308.7,206.6,21.6,1.2028,8065,19.2,0.7,261.53,315.1,22.03,1.68,10.8,34.83,4.88,11.9,79.5833,141.1,0.4362,medium
0427,254.58,302.7,202.9,21.2,1.189,8065,19.3,0.7,259.41,307.6,21.62,1.66,8.3,53.04,4.84,13.1,79.5833,141.1,0.3889,medium
0428,256.93,310.4,197.3,22.56,1.2081,8065,19.4,0.7001,261.87,316.9,22.98,1.71,9.1,59.86,4.94,12.1,79.5833,141.1,0.5106,medium
0429,255.55,305.9,203.2,21.63,1.197,8065,19.3,0.7,260.41,311.3,22.03,1.7,9.3,39.73,4.86,11.5,79.5833,141.1,0.4036,medium
0430,256.67,309.5,200.7,22.66,1.2058,8065,19.2,0.7,261.55,316.8,23.09,1.71,8.7,43.3,4.88,14.0,79.5833,141.1,0.4258,medium
0431,256.51,319.2,205.5,22.66,1.2444,8065,19.3,0.6999,261.39,325.3,23.08,1.73,8.3,50.4,4.88,12.2,79.5833,141.1,0.4313,medium
0432,255.94,309.0,193.9,22.57,1.2073,8065,19.3,0.6999,260.81,314.4,23.01,1.75,9.3,41.36,4.88,11.9,79.5833,141.1,0.4063,medium
0433,256.94,317.0,202.3,23.03,1.2338,8065,19.2,0.7,261.84,321.4,23.45,1.66,8.7,29.0,4.91,11.8,79.5833,141.1,0.4333,medium
0434,257.54,317.4,202.1,23.36,1.2324,8065,19.2,0.7001,262.47,324.9,23.83,1.7,9.5,34.09,4.93,12.6,79.5833,141.1,0.4987,medium
0435,256.55,307.2,197.9,23.01,1.1974,8065,19.2,0.6999,261.46,311.0,23.49,1.73,8.2,51.0,4.91,14.0,79.5833,141.1,0.408,medium
0436,257.05,322.7,202.4,22.12,1.2554,8065,19.4,0.7,261.94,328.3,22.59,1.73,8.7,43.5,4.89,13.6,79.5833,141.1,0.4577,medium
0437,256.43,314.0,207.0,22.37,1.2245,8065,9.8,0.7,261.31,320.3,22.83,1.66,8.5,44.27,4.89,14.1,79.5833,141.1,0.4353,medium
0438,255.14,306.9,201.2,22.48,1.2028,8065,19.2,0.7001,260.06,313.5,22.91,1.71,9.3,47.71,4.92,12.0,79.5833,141.1,0.4812,medium
0439,256.29,312.5,202.3,22.9,1.2193,8065,19.3,0.7001,261.2,318.9,23.35,1.76,8.9,44.84,4.92,13.7,79.5833,141.1,0.4862,medium
0440,257.49,310.1,203.9,22.91,1.2043,8065,19.3,0.7,262.45,318.4,23.38,1.79,9.6,51.05,4.97,12.7,79.5833,141.1,0.4867,medium
0441,255.94,314.4,195.7,22.61,1.2284,8065,19.3,0.7,260.85,320.7,23.06,1.67,8.7,51.2,4.91,11.2,79.5833,141.1,0.4651,medium
0442,256.28,314.6,201.5,21.98,1.2276,8065,19.3,0.7,261.16,322.5,22.41,1.73,9.3,46.81,4.89,13.3,79.5833,141.1,0.4538,medium
0443,257.1,311.9,192.8,22.37,1.2132,8065,19.3,0.7,261.96,317.6,22.8,1.77,8.7,49.46,4.86,12.3,79.5833,141.1,0.4333,medium
0444,255.61,310.0,191.8,22.89,1.2128,8065,19.3,0.7001,260.49,314.8,23.31,1.7,9.0,46.3,4.88,12.2,79.5833,141.1,0.4757,medium
0445,256.45,314.3,200.3,23.76,1.2256,8065,19.3,0.7,261.33,320.7,24.21,1.7,8.2,38.75,4.89,12.2,79.5833,141.1,0.4414,medium
0446,257.65,314.6,199.4,23.08,1.221,8065,19.3,0.7001,262.58,322.9,23.54,1.77,8.5,53.3,4.93,13.5,79.5833,141.1,0.5004,medium
0447,257.72,306.2,204.1,22.55,1.1881,8065,19.3,0.7,262.65,315.6,22.99,1.72,7.8,53.76,4.93,12.2,79.5833,141.1,0.4238,medium
0448,256.16,316.4,205.0,22.07,1.2352,8065,19.3,0.7001,261.02,325.4,22.52,1.7,8.6,40.22,4.87,12.8,79.5833,141.1,0.4564,medium
0449,254.57,312.5,195.7,23.31,1.2276,8065,19.2,0.7,259.43,318.7,23.74,1.69,8.9,41.14,4.86,12.1,79.5833,141.1,0.4479,medium
0450,254.33,314.2,200.2,23.6,1.2354,8065,19.2,0.7001,259.2,322.4,24.05,1.7,9.3,38.07,4.87,12.5,79.5833,141.1,0.4926,medium
0451,256.61,314.0,197.4,21.99,1.2236,8065,19.3,0.7,261.49,320.5,22.44,1.76,9.2,47.97,4.88,12.8,79.5833,141.1,0.4484,medium
0452,256.6,320.1,207.3,23.14,1.2474,8065,19.2,0.7001,261.53,325.7,23.61,1.72,9.4,46.94,4.92,11.9,79.5833,141.1,0.5264,medium
0453,256.43,307.4,198.4,22.4,1.1988,8065,19.2,0.7,261.31,315.2,22.88,1.73,8.9,53.61,4.88,13.8,79.5833,141.1,0.4404,medium
0454,256.05,322.0,190.1,23.3,1.2576,8065,19.2,0.7,260.9,328.4,23.76,1.76,9.8,36.53,4.85,13.2,79.5833,141.1,0.4788,medium
0455,256.9,307.2,205.3,21.77,1.1958,8065,19.2,0.7,261.81,314.0,22.21,1.69,8.8,35.95,4.91,12.2,79.5833,141.1,0.3997,medium
0456,257.06,308.1,199.8,22.07,1.1985,8065,19.3,0.7,261.96,315.2,22.53,1.79,10.0,59.79,4.91,12.0,79.5833,141.1,0.4787,medium
0457,254.4,304.8,203.5,21.19,1.1981,8065,19.3,0.7001,259.28,311.6,21.61,1.64,8.1,41.5,4.88,12.5,79.5833,141.1,0.4081,medium
0458,257.16,310.2,202.0,23.12,1.2062,8065,19.3,0.7,262.09,316.5,23.56,1.74,10.1,55.25,4.94,11.7,79.5833,141.1,0.5028,medium
0459,255.54,303.6,197.7,22.28,1.1881,8065,19.2,0.7,260.42,309.5,22.71,1.66,8.3,47.04,4.87,11.7,79.5833,141.1,0.402,medium
0460,257.7,311.1,199.7,24.09,1.2072,8065,19.3,0.7001,262.6,315.9,24.55,1.73,8.5,46.78,4.9,11.8,79.5833,141.1,0.486,medium
0461,256.55,307.2,194.0,22.78,1.1974,8065,19.3,0.7,261.47,310.9,23.21,1.69,9.0,57.67,4.92,12.3,79.5833,141.1,0.4659,medium
0462,255.93,306.7,196.1,22.99,1.1984,8065,19.3,0.7,260.81,312.6,23.44,1.68,8.8,46.39,4.89,12.4,79.5833,141.1,0.4362,medium
0463,258.08,308.5,197.4,22.47,1.1954,8065,19.3,0.7,263.02,315.9,22.9,1.72,8.8,51.16,4.94,13.7,79.5833,141.1,0.4477,medium
0464,256.61,312.6,204.6,22.35,1.2182,8065,19.2,0.7,261.52,317.4,22.78,1.72,8.3,51.41,4.92,12.4,79.5833,141.1,0.4473,medium
0465,256.98,312.9,198.7,23.09,1.2176,8065,19.2,0.7,261.9,317.7,23.52,1.72,8.8,38.56,4.92,13.6,79.5833,141.1,0.4452,medium
0466,258.04,304.5,199.6,22.41,1.1801,8065,19.2,0.7,262.97,310.9,22.85,1.77,10.7,57.69,4.94,13.1,79.5833,141.1,0.4894,medium
0467,258.04,318.0,197.7,22.15,1.2324,8065,19.3,0.7,262.98,325.4,22.59,1.75,9.4,42.16,4.94,13.0,79.5833,141.1,0.4665,medium
0468,255.78,311.7,201.9,23.04,1.2186,8065,19.3,0.6999,260.65,317.5,23.49,1.72,9.1,57.48,4.87,11.8,79.5833,141.1,0.4465,medium
0469,257.71,317.5,196.1,24.36,1.232,8065,19.4,0.7,262.59,325.0,24.84,1.72,8.6,35.67,4.89,13.3,79.5833,141.1,0.4589,medium
0470,256.7,307.6,204.0,21.3,1.1983,8065,19.2,0.7,261.57,311.5,21.7,1.71,8.4,41.72,4.87,11.3,79.5833,141.1,0.3859,medium
0471,257.44,313.6,202.1,23.15,1.2181,8065,19.2,0.7001,262.38,321.6,23.62,1.72,9.4,29.05,4.94,11.9,79.5833,141.1,0.4752,medium
0472,256.64,314.6,196.5,22.53,1.2258,8065,19.3,0.7,261.56,321.5,22.98,1.7,9.9,36.78,4.92,11.4,79.5833,141.1,0.4631,medium
0473,256.66,312.1,200.7,23.33,1.216,8065,19.3,0.7,261.55,318.1,23.8,1.71,9.6,38.38,4.9,12.4,79.5833,141.1,0.4599,medium
0474,256.26,304.2,201.1,21.68,1.1871,8065,19.3,0.7,261.14,311.6,22.11,1.73,10.0,58.56,4.88,11.4,79.5833,141.1,0.4536,medium
0475,256.75,313.8,200.2,22.74,1.2222,8065,19.2,0.7,261.63,320.9,23.19,1.69,8.5,32.28,4.88,12.4,79.5833,141.1,0.414,medium
0476,257.25,320.5,203.8,23.51,1.2459,8065,19.4,0.7,262.16,326.0,23.95,1.76,9.1,41.8,4.92,12.3,79.5833,141.1,0.4863,medium
0477,256.97,308.7,201.2,22.56,1.2013,8065,19.4,0.7,261.88,313.9,23.01,1.76,8.5,53.65,4.91,14.2,79.5833,141.1,0.444,medium
0478,256.3,313.5,199.4,22.98,1.2232,8065,19.3,0.7,261.19,319.4,23.47,1.7,9.0,41.56,4.89,13.8,79.5833,141.1,0.45,medium
0479,255.89,320.0,200.4,22.91,1.2505,8065,19.3,0.7001,260.78,327.5,23.34,1.68,8.3,30.84,4.89,13.2,79.5833,141.1,0.4622,medium
0480,257.25,306.1,203.7,22.11,1.1899,8065,19.2,0.7,262.14,312.1,22.55,1.75,9.7,40.93,4.9,11.3,79.5833,141.1,0.4274,medium
0481,254.74,315.1,192.6,23.59,1.2369,8065,19.2,0.7001,259.61,321.4,24.06,1.71,8.6,50.27,4.87,11.7,79.5833,141.1,0.5016,medium
0482,256.31,310.8,193.5,23.24,1.2126,8065,19.2,0.7,261.19,317.5,23.66,1.76,9.0,43.73,4.88,12.1,79.5833,141.1,0.4477,medium
0483,257.98,313.6,206.1,22.74,1.2156,8065,19.2,0.7,262.9,319.5,23.19,1.71,8.9,50.68,4.92,12.4,79.5833,141.1,0.4634,medium
0484,256.21,308.9,203.1,21.65,1.2056,8065,19.3,0.6999,261.08,315.9,22.06,1.73,8.6,56.59,4.87,12.7,79.5833,141.1,0.4014,medium
0485,257.12,318.9,196.8,23.71,1.2403,8065,19.2,0.6999,261.98,322.3,24.19,1.73,9.9,43.41,4.87,12.8,79.5833,141.1,0.4643,medium
0486,255.99,309.4,199.2,23.17,1.2086,8065,19.3,0.7,260.9,315.8,23.6,1.69,9.5,40.81,4.91,13.2,79.5833,141.1,0.4567,medium
0487,256.11,310.3,199.2,22.79,1.2116,8065,19.3,0.7001,261.01,315.5,23.23,1.68,8.9,31.37,4.9,11.6,79.5833,141.1,0.4475,medium
0488,256.67,311.8,206.3,21.98,1.2148,8065,19.2,0.7001,261.54,320.6,22.44,1.67,9.4,44.14,4.87,15.2,79.5833,141.1,0.4646,medium
0489,257.93,315.0,202.0,22.0,1.2213,8065,19.4,0.7,262.81,319.3,22.42,1.7,9.2,50.77,4.89,13.0,79.5833,141.1,0.4548,medium
